"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
83,1678830849,3247,2023-03-14 16:54:09,16:54:09,5,"ely_can13_t3_ch3","gibson",1678830846.2,0.00141380128056931,1.41380128056931,-0.431152611385072,419.84040017626,413.958799091151,37.4996199056502,38.0324212511283,0.0432737971908273,4.00092099356364,0.0430154467882398,0.0269077372225338,0,34.7636118266447,34.08701,5.3689968014165,44.546752073425,2.52128695732009,5.65986708338317,2.8477098440964,-62.3486364731067,204.850217655498,11.9065558795536,154.408137061945,-0.431152611385072,1.41380128056931,-0.486692009307307,431.689037450902,431.874745454546,0.00111131561213707,67.4794034619312,1.42508257491452,27.3078153121921,27.8363781818182,3.29683225764839e-05,125.30830154098,6,1,1,0,46619,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678830846.2,419.8404,419.9024,27.83252,27.30785,419.1907,27.4005,500.3531,90.48804,0.09976726,35.03672,34.08701,999.9,0,0,10021.82,0,0.222567,-0.06204835,431.86,431.6909,0.5246876,419.9024,27.30785,2.518511,2.471033,21.14664,20.83696,0,0,0,0,-0.0199999999999998,0,-10.79,-2.59,37.75,42.5,40.25,41.437,39.062,0,0,0,1678830862.7,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.0708052487804878,-0.0191201707317073,0.0399071145856507,1,0.514205,0.0632825226480839,0.00637453355921521,1,2,2,"2/2",2.84002,2.7105,0.09077,0.0908258,0.113031,0.111538,25565.2,22181.5,25170.4,23769,38136.8,34954.8,45548.8,42404.8,1.74778,1.85855,0.240635,0,30.2559,999.9,54.511,31.098,27.3291,54.2115,43.0849,1,0.180854,-6.66667,20.1271,5.23616,11.992,4.9573,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87172,1.86263,1.86203,1.86845,1.85854,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.4322,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,99.4,99.2,1.05957,2.40234,1.44775,2.30103,1.44409,2.23022,36.8604,24.2889,18,421.229,475.852,44.1142,29.795,29.9998,29.4642,29.4658,21.2581,0,100,154.174,419.9,28.7767,96.3679,99.6926,3
84,1678830854,3252,2023-03-14 16:54:14,16:54:14,5,"ely_can13_t3_ch3","gibson",1678830851.5,0.00143301315933794,1.43301315933795,-0.466891900002458,419.860777968101,414.975387814112,37.5911669077304,38.0337172904298,0.0432144397846868,3.99082020408359,0.0429561474694126,0.0268706698110772,0,34.920353923758,34.2279333333333,5.41131867856074,44.1584101141825,2.52168350531023,5.71053962040254,2.88963517325051,-63.1958803268035,208.672209387419,12.1773203303185,157.653649390934,-0.466891900002458,1.43301315933795,-0.443844415283908,431.690564003631,431.866878787879,-0.00044949960790755,67.4794034619312,1.43459054018948,27.3053814797403,27.8376818181818,5.82161850979799e-06,125.30830154098,7,1,1,0,46914,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678830851.5,419.860777777778,419.912222222222,27.8373,27.3055333333333,419.211444444444,27.4050333333333,500.381666666667,90.4863777777778,0.100119666666667,35.1978111111111,34.2279333333333,999.9,0,0,9987.49444444444,0,0.222567,-0.0513746444444444,431.883444444444,431.699888888889,0.531749444444444,419.912222222222,27.3055333333333,2.51889666666667,2.47078111111111,21.1491111111111,20.8353,0,0,0,0,-1.94444444444444,0,-11.9444444444444,-2.95555555555556,37.75,42.5,40.25,41.437,39.062,0,0,0,1678830867.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.0757394219512195,0.269332266898955,0.0352182738035278,0,0.519923756097561,0.0787768222996518,0.00781957602799441,1,1,2,"1/2",2.8403,2.71017,0.0907689,0.0908242,0.11304,0.111529,25565.2,22182,25170.3,23769.4,38136.4,34955.5,45548.7,42405.2,1.74785,1.85845,0.243895,0,30.3475,999.9,54.511,31.098,27.3319,53.6215,43.1771,1,0.180417,-6.66667,20.1272,5.23556,11.992,4.95715,3.30398,9999,9999,999.9,9999,1.86844,1.86417,1.87174,1.86262,1.86203,1.86846,1.85853,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.4323,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,99.5,99.3,1.05957,2.37183,1.44775,2.30103,1.44409,2.45239,36.8604,24.2976,18,421.272,475.769,44.2387,29.7927,29.9998,29.4642,29.4636,21.2575,0,100,154.785,419.9,28.7767,96.3676,99.694,3
85,1678831665.5,4063.5,2023-03-14 17:07:45,17:07:45,5,"poa_pra13_t3_ch3","gibson",1678831662.75,-0.00014690401139302,-0.146904011393029,-0.301078532581645,420.051700120983,352.988534870003,31.9693865849137,38.0431483185805,-0.00852917290602508,3.98855368914341,-0.00853931864076285,-0.00533616161698558,0,27.7699106886893,27.53338,3.69282795326129,58.4626610884435,2.18532979394506,3.73799234119543,1.50749815931623,6.47846690243258,44.7178273134731,2.43503584780004,53.6313300637057,-0.301078532581645,-0.146904011393029,-0.125321368872553,430.317539269351,430.421060606061,-0.0111702400147623,67.4885138005492,0.0205494578878655,24.1842964082403,24.1415321212121,0.00555808845278601,125.498269439217,9,2,1,0,47619,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831662.75,420.0517,419.9132,24.12922,24.18395,419.4021,23.85802,500.3039,90.46767,0.10010608,27.74134,27.53338,999.9,0,0,9981.82,0,0.222567,0.13849182,430.4377,430.32,-0.05473079,419.9132,24.18395,2.182912,2.187864,18.83747,18.87373,0,0,0,0,0.87,0,-15.33,-2.65,37.1996,42,39.75,40.937,38.187,0,0,0,1678831678.7,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.173445541463415,-0.00472373101045307,0.0474255394719692,1,-0.0666125707317073,0.0570263435540071,0.0117249555214767,1,2,2,"2/2",2.83999,2.71015,0.0907389,0.0907731,0.102535,0.102539,25558.6,22186.1,25163.4,23772.9,38582.4,35314.6,45536.8,42411.4,1.74247,1.85485,0.0239834,0,27.1407,999.9,54.151,31.109,27.1717,54.5416,43.117,1,0.165577,1.04535,20.2413,5.23481,11.992,4.956,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87177,1.86263,1.86203,1.86847,1.85855,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2718,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113,112.8,1.05713,2.40112,1.44775,2.30103,1.44409,2.23999,36.8604,24.3502,18,418.45,473.696,26.7427,29.7945,29.9995,29.4969,29.4956,21.2059,23.5797,100,26.7294,419.9,24.1803,96.342,99.7085,3
86,1678831670.5,4068.5,2023-03-14 17:07:50,17:07:50,5,"poa_pra13_t3_ch3","gibson",1678831668,-9.08680247597977e-05,-0.0908680247597977,-0.438225734251159,420.081222397703,278.019951009061,25.1794677698286,38.0455487517456,-0.00528951870895628,3.99602601488211,-0.00529341163880488,-0.00330803228080722,0,27.7542300969004,27.5276222222222,3.69158429434043,58.5328410695052,2.18734601758596,3.73695514794606,1.50423827675447,4.00727989190708,45.018473568343,2.44669477440826,51.4724482346583,-0.438225734251159,-0.0908680247597977,-0.790278566794579,430.295586393316,430.497,0.0220943350681277,67.4885138005492,-0.0548569423799362,24.185611239957,24.1567096969697,0.00093284394799547,125.498269439217,9,2,1,0,47663,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831668,420.081222222222,419.899333333333,24.1516555555556,24.1855111111111,419.431888888889,23.8795333333333,500.261222222222,90.4672666666667,0.0998587444444445,27.7365888888889,27.5276222222222,999.9,0,0,10007.3888888889,0,0.222567,0.181996666666667,430.478111111111,430.306444444444,-0.0338592444444445,419.899333333333,24.1855111111111,2.18493555555556,2.18799888888889,18.8522666666667,18.8747111111111,0,0,0,0,3.58888888888889,0,-17.8888888888889,-2.85555555555556,37.187,42,39.75,40.937,38.1456666666667,0,0,0,1678831684.1,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.176570855,-0.126608593621013,0.0487898407881392,0,-0.056908605,0.084306207129456,0.0141731830221364,1,1,2,"1/2",2.84032,2.71022,0.0907498,0.0907765,0.102579,0.102539,25558.6,22186.4,25163.7,23773.3,38580.9,35315,45537.3,42411.9,1.74238,1.855,0.0245608,0,27.1219,999.9,54.151,31.109,27.1724,53.8316,43.145,1,0.164992,1.02063,20.2415,5.23466,11.992,4.95605,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87179,1.86264,1.86203,1.86847,1.85856,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2724,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113.1,112.9,1.05713,2.38159,1.44775,2.30103,1.44409,2.43652,36.8842,24.3589,18,418.373,473.768,26.7069,29.7855,29.9995,29.4938,29.4925,21.2054,23.5797,100,26.6992,419.9,24.1803,96.3431,99.7099,3
87,1678831675.5,4073.5,2023-03-14 17:07:55,17:07:55,5,"poa_pra13_t3_ch3","gibson",1678831672.7,-6.246076823227e-05,-0.06246076823227,-0.461740925930892,420.0823001838,208.718735381914,18.9031553497509,38.0458465576885,-0.00364240483852364,3.99417076376346,-0.00364425119261923,-0.00227749103425386,0,27.7454815571637,27.5211,3.69017595975119,58.5685476739558,2.18826632284253,3.73624822494208,1.50190963690866,2.75451987904311,45.7045850873495,2.48501679517224,50.9441217615649,-0.461740925930892,-0.06246076823227,-0.457700336195466,430.30556223384,430.487472727273,-0.00058206193677543,67.4885138005492,-0.0413307561434329,24.1848364242622,24.1662127272727,0.00035558338728743,125.498269439217,9,2,1,0,47978,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831672.7,420.0823,419.896,24.16169,24.18496,419.4326,23.88912,500.2904,90.46767,0.09993197,27.73335,27.5211,999.9,0,0,10001.005,0,0.222567,0.1862092,430.4833,430.3028,-0.02327081,419.896,24.18496,2.185852,2.187956,18.85899,18.87439,0,0,0,0,3.19,0,-14.98,-2.79,37.187,42,39.75,40.937,38.1746,0,0,0,1678831688.9,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.176014705,-0.104626102063789,0.0420228748549641,0,-0.0492438325,0.199261507317073,0.0198249858569481,0,0,2,"0/2",2.84036,2.71029,0.090745,0.0907732,0.102606,0.102542,25559,22186.2,25163.9,23773,38579.8,35314.7,45537.3,42411.6,1.74233,1.85525,0.0256002,0,27.1035,999.9,54.151,31.098,27.1533,53.9316,42.5361,1,0.164329,0.989455,20.2418,5.23466,11.992,4.9558,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87178,1.86263,1.86203,1.86852,1.85858,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2727,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113.2,113,1.05591,2.39136,1.44775,2.30103,1.44409,2.35718,36.8604,24.3502,18,418.323,473.904,26.6796,29.7765,29.9995,29.4906,29.4893,21.2063,23.5797,100,26.6766,419.9,24.1803,96.3434,99.709,3
88,1678831680.5,4078.5,2023-03-14 17:08:00,17:08:00,5,"poa_pra13_t3_ch3","gibson",1678831678,-4.47071888340123e-05,-0.0447071888340123,-0.295251888219352,420.03400011857,230.416224039639,20.8678566679106,38.0407644759232,-0.00261321784417151,3.99320665532648,-0.00261416829028932,-0.00163376976106754,0,27.7374409000175,27.5086888888889,3.68749734032963,58.6011988113691,2.18889872197446,3.73524563724419,1.49859861835517,1.97158702757994,47.3763387015785,2.57631551039244,51.9242412395508,-0.295251888219352,-0.0447071888340123,-0.311323200527913,430.323452276924,430.448624242424,-0.00069094360240515,67.4885138005492,-0.0304246554298668,24.1857556079462,24.1725618181818,0.00020494203130719,125.498269439217,9,2,1,0,47571,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831678,420.034,419.914111111111,24.1691222222222,24.1857777777778,419.384777777778,23.8962777777778,500.295,90.4658111111111,0.100106088888889,27.7287555555556,27.5086888888889,999.9,0,0,9997.91666666667,0,0.222567,0.1201645,430.437666666667,430.321777777778,-0.0166689444444444,419.914111111111,24.1857777777778,2.18647888888889,2.18798666666667,18.8636,18.8746333333333,0,0,0,0,4.21111111111111,0,-16.0777777777778,-2.62222222222222,37.187,42,39.75,40.937,38.1456666666667,0,0,0,1678831693.7,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.1549857925,-0.0531561939962478,0.0413170217522172,1,-0.03235049,0.151161852157599,0.0150991337240552,0,1,2,"1/2",2.84034,2.71008,0.0907421,0.0907679,0.102623,0.102541,25559.5,22186.8,25164.3,23773.4,38579.9,35315.5,45538.3,42412.6,1.74255,1.85548,0.0255369,0,27.0851,999.9,54.151,31.098,27.1544,53.8516,43.5417,1,0.163844,0.950474,20.2423,5.23511,11.992,4.956,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.8718,1.86263,1.86203,1.86849,1.85854,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2731,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113.3,113.1,1.05713,2.39258,1.44897,2.30103,1.44409,2.35352,36.8604,24.3502,18,418.433,474.02,26.6587,29.7676,29.9995,29.4881,29.4856,21.2055,23.5797,100,26.659,419.9,24.1803,96.3453,99.711,3
89,1678831685.5,4083.5,2023-03-14 17:08:05,17:08:05,5,"poa_pra13_t3_ch3","gibson",1678831682.7,-3.3660548920921e-05,-0.0336605489209209,-0.503446605465971,420.079600201337,5.2752752341266,0.477751821057581,38.0442318321155,-0.00196906519773844,3.9866706043832,-0.00196960566084919,-0.0012309549684734,0,27.7287894828878,27.50549,3.68680721745344,58.6335657327234,2.18927428553281,3.7338242322025,1.49753293192062,1.48443020741261,46.5859443338946,2.53736436252269,50.6077389038299,-0.503446605465971,-0.0336605489209209,-0.791359553638813,430.270639735646,430.510733333333,0.014248941620618,67.4885138005492,-0.0290009498970504,24.1864542958445,24.1751236363636,5.80453621636868e-05,125.498269439217,9,2,1,0,47876,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831682.7,420.0796,419.882,24.17369,24.18623,419.4298,23.90065,500.2989,90.46437,0.09997022,27.72224,27.50549,999.9,0,0,9975.755,0,0.222567,0.1975677,430.4859,430.289,-0.01252385,419.882,24.18623,2.186859,2.187992,18.86638,18.87466,0,0,0,0,1.13,0,-15.61,-2.57,37.1808,42,39.75,40.937,38.1684,0,0,0,1678831699.1,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.1660140875,0.0659208213883678,0.0408757660448779,1,-0.023486805,0.0978565103189495,0.00978622509492168,1,2,2,"2/2",2.84063,2.71012,0.0907544,0.0907723,0.102633,0.102541,25559.5,22186.9,25164.6,23773.6,38579.6,35315.7,45538.4,42412.8,1.74253,1.8557,0.0266656,0,27.0671,999.9,54.151,31.109,27.1713,53.9816,42.488,1,0.163374,0.897189,20.2424,5.23466,11.992,4.9559,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87179,1.86264,1.86203,1.86853,1.85857,1.865,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2731,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113.3,113.2,1.05591,2.36694,1.44775,2.30225,1.44409,2.50977,36.8842,24.3589,18,418.398,474.139,26.6462,29.7592,29.9996,29.485,29.4823,21.2062,23.5797,100,26.6554,419.9,24.1803,96.3458,99.7117,3
90,1678831690.5,4088.5,2023-03-14 17:08:10,17:08:10,5,"poa_pra13_t3_ch3","gibson",1678831688,-2.66329205667638e-05,-0.0266329205667638,-0.256561958966515,420.024000102219,149.008331328068,13.4951377342975,38.0400322758485,-0.00155911545255794,3.9974758518345,-0.00155945336162266,-0.00097462798591208,0,27.7212354841626,27.5018888888889,3.68603045470176,58.6601529952838,2.18947725857985,3.73247792032844,1.49655319612191,1.17451179699429,46.1578637084457,2.50713058414902,49.839506089589,-0.256561958966515,-0.0266329205667638,0.105438416687488,430.309558074917,430.385678787879,-0.0240574729537209,67.4885138005492,-0.0260608911500418,24.1853980175405,24.1757478787879,-6.4996130890122e-06,125.498269439217,9,2,1,0,47880,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831688,420.024,419.921777777778,24.1754,24.1853222222222,419.374222222222,23.9022666666667,500.282111111111,90.4663777777778,0.0999524,27.7160666666667,27.5018888888889,999.9,0,0,10012.4422222222,0,0.222567,0.102050844444444,430.429666666667,430.329666666667,-0.00993728777777778,419.921777777778,24.1853222222222,2.18706,2.18796,18.8678444444444,18.8744222222222,0,0,0,0,1.15555555555556,0,-19.0888888888889,-3.11111111111111,37.187,42,39.729,40.937,38.125,0,0,0,1678831703.9,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.1626648125,-0.0906191853658536,0.0436609034374014,1,-0.01654320125,0.0588461499061914,0.00588752480166333,1,2,2,"2/2",2.84039,2.71035,0.0907396,0.0907839,0.10264,0.102545,25559.9,22187.3,25164.6,23774.3,38579.2,35316.5,45538.4,42413.9,1.74277,1.8555,0.0274964,0,27.0488,999.9,54.151,31.109,27.1725,53.9616,43.5537,1,0.163148,0.852944,20.2427,5.23466,11.992,4.956,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87179,1.86263,1.86203,1.86852,1.85859,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2732,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113.4,113.2,1.05713,2.40234,1.44775,2.30103,1.44409,2.30713,36.8604,24.3502,18,418.522,473.978,26.6435,29.7502,29.9997,29.4824,29.4785,21.204,23.5797,100,26.6513,419.9,24.1803,96.3458,99.7143,3
91,1678831695.5,4093.5,2023-03-14 17:08:15,17:08:15,5,"poa_pra13_t3_ch3","gibson",1678831692.7,-1.93532835309148e-05,-0.0193532835309148,-0.243326293242143,420.040900097421,70.4436859972809,6.37983719042018,38.041628827352,-0.00113519912891679,3.99842956376876,-0.00113537821264661,-0.00070959529100309,0,27.716235170027,27.48996,3.68345840317741,58.6797069292839,2.18974822724282,3.73169591641235,1.49371017593459,0.853479803713343,47.9671532245181,2.6045816619257,51.4252146901571,-0.243326293242143,-0.0193532835309148,-0.639716889707064,430.357175158321,430.49456969697,0.023138328485287,67.4885138005492,-0.016235734735434,24.1857627012363,24.1794551515151,2.85467634773638e-05,125.498269439217,9,2,1,0,47631,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831692.7,420.0409,419.9449,24.17835,24.18556,419.3914,23.90512,500.2916,90.46646,0.10002726,27.71248,27.48996,999.9,0,0,10015.693,0,0.222567,0.09600835,430.4484,430.3531,-0.007165336,419.9449,24.18556,2.187334,2.18798,18.86984,18.87458,0,0,0,0,0.37,0,-19.54,-3.26,37.156,41.9937,39.687,40.937,38.125,0,0,0,1678831708.7,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.1363365075,-0.265881567354597,0.0579845108238587,0,-0.0122135155,0.0400986995121952,0.00401221405121595,1,1,2,"1/2",2.84097,2.71032,0.0907562,0.09078,0.102649,0.102543,25560.2,22187.5,25165.3,23774.3,38579.6,35316.6,45539.4,42413.9,1.7431,1.85545,0.0276826,0,27.0316,999.9,54.151,31.109,27.1729,54.0016,42.7284,1,0.162162,-0.048799,20.243,5.23496,11.992,4.9559,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87179,1.86264,1.86203,1.86852,1.85858,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2734,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113.5,113.3,1.05591,2.3645,1.44775,2.30103,1.44409,2.49023,36.8604,24.3589,18,418.685,473.92,26.677,29.7413,29.9993,29.4793,29.4754,21.2042,23.5797,100,26.9392,419.9,24.1803,96.3481,99.7145,3
92,1678831700.5,4098.5,2023-03-14 17:08:20,17:08:20,5,"poa_pra13_t3_ch3","gibson",1678831698,7.81375749643052e-06,0.00781375749643051,-0.505585139352472,420.098333535347,2148.54144472337,194.583906487983,38.0464500925298,0.00045874980348535,3.99621319565664,0.00045872054844403,0.00028670297100513,0,27.7076941865335,27.4891444444444,3.68328261409825,58.7146421355271,2.19063350587111,3.73098332237913,1.49264910822715,-0.344586705592586,47.4120089999868,2.57581305289188,49.6432353472861,-0.505585139352472,0.00781375749643051,-0.49012495533257,430.314407816005,430.505606060606,0.00011643545776463,67.4885138005492,0.0340547337102146,24.1855922080077,24.1963775757576,0.00020963855252705,125.498269439217,9,2,1,0,47763,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831698,420.098333333333,419.906555555556,24.1883666666667,24.1854555555556,419.448777777778,23.9147,500.265444444444,90.4656666666667,0.0999153777777778,27.7092111111111,27.4891444444444,999.9,0,0,10008.2055555556,0,0.222567,0.191887777777778,430.511888888889,430.313888888889,0.00293837182222222,419.906555555556,24.1854555555556,2.18821666666667,2.18795222222222,18.8763222222222,18.8743666666667,0,0,0,0,0.477777777777778,0,-17.1333333333333,-2.77777777777778,37.1525555555556,42,39.687,40.937,38.125,0,0,0,1678831714.1,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.14660952,-0.0734978859287054,0.0595285799833668,1,-0.00795922434,0.0471171491752346,0.00498250028532653,1,2,2,"2/2",2.84055,2.71026,0.0907584,0.0907779,0.102701,0.102547,25560.7,22188.1,25165.8,23774.9,38577.5,35317.1,45539.6,42414.7,1.74305,1.85562,0.0289753,0,27.0155,999.9,54.151,31.109,27.1725,54.1616,43.0288,1,0.160193,0.0730147,20.245,5.23466,11.992,4.9559,3.304,9999,9999,999.9,9999,1.86845,1.86418,1.8718,1.86264,1.86203,1.86854,1.85858,1.86504,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2741,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113.6,113.4,1.05713,2.40234,1.44775,2.30103,1.44409,2.27783,36.8604,24.3502,18,418.631,474.002,26.9287,29.7316,29.9987,29.4755,29.4716,21.2018,23.5797,100,26.9493,419.9,24.1803,96.349,99.7166,3
